"NtsbNo","EventType","Mkey","EventDate","City","State","Country","ReportNo","N#","HasSafetyRec","Mode","ReportType","OriginalPublishedDate","HighestInjuryLevel","FatalInjuryCount","SeriousInjuryCount","MinorInjuryCount","ProbableCause","Findings","DocketUrl"
"ERA21LA303","ACC","103570","2021-07-23T09:50:00Z","Clearwater","FL","USA",,"N4445T","false","Aviation","DirectorBrief","2022-05-17T04:00:00Z","None",,,,"The pilot’s failure to extend the landing gear prior to landing. Contributing to the accident was the flight instructor’s inadequate supervision to confirm the landing gear was extended.","Personnel issues - Psychological - Attention/monitoring - Task monitoring/vigilance - Instructor/check pilot, Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Not used/operated, Personnel issues - Action/decision - Action - Forgotten action/omission - Instructor/check pilot, Personnel issues - Action/decision - Action - Lack of action - Instructor/check pilot","https://data.ntsb.gov/Docket?ProjectID=103570"
"GAA21WA238","INC","103987","2021-07-23T09:00:00Z","Doncaster","OF","UK",,"G-UKCS","false","Aviation","None",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=103987"
"DCA22WA171","INC","105652","2021-07-23T07:55:00Z","Caracas",,"VE",,"YV3052","false","Aviation","None",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=105652"
"CEN21LA473","ACC","104113","2021-07-23T06:45:00Z","Mineral Wells","TX","USA",,"N5ML","false","Aviation","DirectorBrief","2022-09-21T04:00:00Z","Minor",,,,"A partial loss of engine power for reasons that could not be determined based on available evidence.","Aircraft - Aircraft power plant - Engine (reciprocating) - (general) - Unknown/Not determined","https://data.ntsb.gov/Docket?ProjectID=104113"
"CEN21LA333","ACC","103529","2021-07-22T18:00:00Z","Baraboo","WI","USA",,"N51CF","false","Aviation","DirectorBrief","2021-09-20T04:00:00Z","None",,,,"The pilot’s failure to maintain clearance from the fence while on final approach.","Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Environmental issues - Physical environment - Object/animal/substance - Wire - Awareness of condition","https://data.ntsb.gov/Docket?ProjectID=103529"
"GAA21WA184","ACC","103550","2021-07-22T16:45:00Z","Almoguera",,"SP",,"EC-DCP","false","Aviation","None",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=103550"
"CEN21LA450","ACC","103955","2021-07-22T08:45:00Z","Caddo Mills","TX","USA",,"N84BC","false","Aviation","DirectorBrief","2022-03-25T04:00:00Z","None",,,,"The missing vertical stabilizer hardware, which resulted in a severe uncommanded yawing motion that necessitated an emergency landing, during which the airplane nosed over and sustained substantial damage to the vertical stabilizer.","Aircraft - Aircraft structures - Empennage structure - Vertical stab attach fitting - Failure","https://data.ntsb.gov/Docket?ProjectID=103955"
"DCA21LA184","ACC","103537","2021-07-22T07:54:00Z","Romulus","MI","USA",,"N376DN","false","Aviation","DirectorBrief","2022-07-19T04:00:00Z","Serious",,,,"While conducting the safety briefing, the forward flight attendant was thrown backwards into the flight deck door due to the sudden stopping of the airplane by the flight crew to prevent a collision with a bus. 
Contributing to this accident was the bus drivers difficultly in observing the airplane moving towards the roadway.","Personnel issues - Task performance - Use of equip/info - (general) - Other, Personnel issues - Action/decision - Action - (general) - Pilot, Personnel issues - Physical - (general) - (general) - Cabin crew","https://data.ntsb.gov/Docket?ProjectID=103537"
"CEN21LA373","ACC","103720","2021-07-21T20:10:00Z","New Albany","MS","USA",,"N6474Q","false","Aviation","DirectorBrief","2022-02-18T05:00:00Z","None",,,,"The pilot’s delayed decision to abort the landing that resulted in a collision with a fence post. Contributing to the accident was the failure of the alternator drive belt during cruise flight for unknown reasons and the subsequent inoperative electrical system when the airplane’s battery became depleted.","Personnel issues - Action/decision - Action - Delayed action - Pilot, Aircraft - Aircraft systems - Electrical power system - Alternator-generator drive sys - Failure, Aircraft - Aircraft systems - Electrical power system - Battery/charger - Capability exceeded, Environmental issues - Conditions/weather/phenomena - Light condition - Dark - Effect on operation","https://data.ntsb.gov/Docket?ProjectID=103720"
"ERA21LA302","ACC","103561","2021-07-21T19:15:00Z","Brooksville","FL","USA",,"N472SP","false","Aviation","DirectorBrief","2022-05-17T04:00:00Z","None",,,,"The pilot's failure to maintain an appropriate distance between the airplane and hangar, which resulted in substantial damage to the right wing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Heading/course - Not attained/maintained, Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot","https://data.ntsb.gov/Docket?ProjectID=103561"
"WPR21LA296","ACC","103584","2021-07-21T17:00:00Z","Chelan","WA","USA",,"N315JT","false","Aviation","DirectorBrief","2021-09-20T04:00:00Z","None",,,,"The pilot’s unstable approach to land in turbulent conditions, which resulted in a hard landing short of the runway and subsequent loss of directional control and collision with terrain.","Environmental issues - Conditions/weather/phenomena - Turbulence - (general) - Effect on equipment, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot","https://data.ntsb.gov/Docket?ProjectID=103584"
"ERA21LA298","ACC","103546","2021-07-21T15:44:00Z","Rockwell","NC","USA",,"N750RS","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=103546"
"ERA21LA296","ACC","103526","2021-07-21T15:04:00Z","Reading","PA","USA",,"N46CF","false","Aviation","DirectorBrief","2022-05-25T04:00:00Z","None",,,,"The captain’s improper decision to continue an unstabilized approach despite several go-around calls by the pilot monitoring, which resulted in a runway excursion and substantial damage to the pressure vessel.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Psychological - Personality/attitude - Self confidence - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Descent/approach/glide path - Not attained/maintained, Personnel issues - Action/decision - Action - Lack of action - Pilot","https://data.ntsb.gov/Docket?ProjectID=103526"
"CEN21LA332","ACC","103528","2021-07-21T11:11:00Z","Jacksonville","IL","USA",,"N3S","false","Aviation","DirectorBrief","2021-09-20T04:00:00Z","None",,,,"The pilot’s improper flare during landing which resulted in an attempted go-around, loss of control, and aerodynamic stall.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Aircraft - Aircraft systems - Flight control system - TE flap control system - Incorrect use/operation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=103528"
"DCA21WA185","ACC","103538","2021-07-21T07:00:00Z","Dubai",,"TC",,"A6-FER, A9-CNC","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=103538"
"CEN21LA339","ACC","103560","2021-07-20T16:20:00Z","West Liberty","IA","USA",,"N983HA","false","Aviation","DirectorBrief","2022-02-08T05:00:00Z","Minor",,,,"The pilot’s failure to see and avoid a wire while maneuvering at low altitude during an aerial application flight, resulting in a collision with the wire.","Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot","https://data.ntsb.gov/Docket?ProjectID=103560"
"WPR21LA295","ACC","103583","2021-07-20T16:00:00Z","Renton","WA","USA",,"N46287","false","Aviation","DirectorBrief","2022-02-08T05:00:00Z","None",,,,"The boat operator’s failure to remain a safe distance from the floatplane during the takeoff run, which resulted in a collision.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Other, Personnel issues - Psychological - Attention/monitoring - Task monitoring/vigilance - Other","https://data.ntsb.gov/Docket?ProjectID=103583"
"CEN21LA452","ACC","103963","2021-07-20T12:30:00Z","Mineral Point","WI","USA",,"N44XB","false","Aviation","DirectorBrief","2022-03-25T04:00:00Z","None",,,,"The pilot’s failure to see and avoid a wire during an aerial application flight, resulting in a collision with the wire.","Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot","https://data.ntsb.gov/Docket?ProjectID=103963"
"ENG21WA033","INC","103539","2021-07-20T11:16:00Z","Hone Kong",,"HK",,"N624UP","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=103539"
"GAA21WA180","ACC","103531","2021-07-20T11:15:00Z","Contrada Coccaro Fasano",,"IT",,"I-SVBA","false","Aviation","None",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=103531"
"GAA21WA187","ACC","103563","2021-07-20T05:20:00Z","Soehanah, South China Sea,",,"ID",,"PK-TVY","false","Aviation","None",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=103563"
"ERA21LA294","ACC","103518","2021-07-19T18:40:00Z","Dinwiddie","VA","USA",,"N507TC","false","Aviation","DirectorBrief","2022-02-18T05:00:00Z","None",,,,"The pilot’s failure to maintain control while taxiing on soft ground, which resulted in a nose-over.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Pitch control - Not attained/maintained, Environmental issues - Physical environment - Terrain - (general) - Effect on operation","https://data.ntsb.gov/Docket?ProjectID=103518"
"ERA21LA295","ACC","103522","2021-07-19T17:48:00Z","Point Harbor","NC","USA",,"N4529J","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=103522"
"CEN21LA331","ACC","103527","2021-07-19T17:30:00Z","Brenham","TX","USA",,"N9024M","false","Aviation","DirectorBrief","2022-02-18T05:00:00Z","None",,,,"The pilot’s failure to maintain control of the airplane during takeoff from a rough field.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Physical environment - Terrain - Rough terrain - Effect on operation","https://data.ntsb.gov/Docket?ProjectID=103527"
"CEN21FA330","ACC","103513","2021-07-19T14:30:00Z","Elgin","MN","USA",,"N44BJ","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=103513"
"CEN21LA329","ACC","103512","2021-07-19T13:10:00Z","Amana","IA","USA",,"N8422K","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=103512"
"ERA21LA301","ACC","103556","2021-07-19T12:02:00Z","Rochester","NY","USA",,"N489MA","false","Aviation","DirectorBrief","2022-05-17T04:00:00Z","None",,,,"The pilot’s excessive speed and improper landing flare which resulted in abnormal runway contact, porpoising, and substantial damage.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Action/decision - Action - Incorrect action selection - Pilot","https://data.ntsb.gov/Docket?ProjectID=103556"
"ANC21LA062","ACC","103523","2021-07-19T10:45:00Z","King Salmon","AK","USA",,"N68080","false","Aviation","DirectorBrief","2022-02-08T05:00:00Z","None",,,,"The pilot’s exceedance of the floatplane’s critical angle of attack, which resulted in an aerodynamic stall and subsequent loss of control.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot","https://data.ntsb.gov/Docket?ProjectID=103523"
"GAA21WA176","ACC","103508","2021-07-18T15:38:00Z","Durango",,"MX",,"N333WW","false","Aviation","None",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=103508"
"GAA21WA177","ACC","103509","2021-07-18T13:15:00Z","Gothard",,"SZ",,"D-EMPE","false","Aviation","None",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=103509"
"ERA21LA293","ACC","103502","2021-07-18T09:55:00Z","Frostproof","FL","USA",,"N3044H","false","Aviation","DirectorBrief","2022-02-18T05:00:00Z","Minor",,,,"The pilot’s loss of directional control during takeoff as a result of a child reaching for and manipulating the flight controls.","Personnel issues - Miscellaneous - Intentional act - Interference - Passenger, Personnel issues - Action/decision - Action - Incorrect action selection - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=103502"
"WPR21LA281","ACC","103511","2021-07-18T09:30:00Z","Cascade","ID","USA",,"N2712A","false","Aviation","DirectorBrief","2022-05-25T04:00:00Z","None",,,,"The pilot's failure to maintain directional control during the landing roll, which resulted in a runway excursion and collision with terrain.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=103511"
"CEN21LA325","ACC","103498","2021-07-18T07:50:00Z","Longmont","CO","USA",,"N18AR","false","Aviation","DirectorBrief","2022-11-01T04:00:00Z","Serious",,,,"The airplane’s lack of climb performance after takeoff in high density altitude conditions for reasons that could not be determined based on the available evidence.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Climb rate - Not attained/maintained, Not determined - Not determined - (general) - (general) - Unknown/Not determined","https://data.ntsb.gov/Docket?ProjectID=103498"
"CEN21FA327","ACC","103501","2021-07-17T19:40:00Z","Comstock","TX","USA",,"N2054B","false","Aviation","DirectorBrief","2022-08-12T04:00:00Z","Fatal",,,,"Impact with terrain for reasons that could not be determined based on the available information.","Personnel issues - Action/decision - Action - (general) - Flight crew","https://data.ntsb.gov/Docket?ProjectID=103501"
"CEN21LA326","ACC","103499","2021-07-17T15:10:00Z","Blossom","TX","USA",,"N9667Z","false","Aviation","DirectorBrief","2023-01-19T05:00:00Z","Serious",,,,"The improper swaging of the rudder control cable, which disconnected during flight and resulted in the loss of control.","Aircraft - Aircraft systems - Flight control system - Rudder control system - Incorrect service/maintenance, Aircraft - Aircraft systems - Flight control system - Rudder control system - Failure, Personnel issues - Task performance - Maintenance - Fabrication - Maintenance personnel","https://data.ntsb.gov/Docket?ProjectID=103499"
"GAA21WA178","ACC","103520","2021-07-17T06:45:00Z","Steinenbronn",,"GE",,"D-EKFB","false","Aviation","None",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=103520"
"GAA21WA181","ACC","103532","2021-07-16T19:30:00Z","Marcos Paz","OF","AR",,"LV-JFK","false","Aviation","None",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=103532"
"CEN21LA323","ACC","103496","2021-07-16T14:29:00Z","Refugio","TX","USA",,"N174R","false","Aviation","DirectorBrief",,"Minor",,,,,,"https://data.ntsb.gov/Docket?ProjectID=103496"
"ANC21LA061","ACC","103517","2021-07-16T11:30:00Z","Skwentna","AK","USA",,"N7137T","false","Aviation","DirectorBrief","2022-12-06T05:00:00Z","Minor",,,,"A partial loss of engine power due to detonation/preignition damage to the No. 2 cylinder. The reason for the detonation/preignition damage could not be determined based on the available evidence.","Aircraft - Aircraft power plant - Engine (reciprocating) - Recip eng cyl section - Failure","https://data.ntsb.gov/Docket?ProjectID=103517"
"ERA21LA292","ACC","103493","2021-07-16T11:20:00Z","Lewisburg","KY","USA",,"N512RT","false","Aviation","DirectorBrief",,"Serious",,,,,,"https://data.ntsb.gov/Docket?ProjectID=103493"
"ANC21LA060","ACC","103516","2021-07-16T11:20:00Z","Skwentna","AK","USA",,"N99640","false","Aviation","DirectorBrief","2022-02-08T05:00:00Z","None",,,,"The pilot’s use of excessive braking which resulted in a nose-over.","Aircraft - Aircraft systems - Landing gear system - Brake - Incorrect use/operation, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Surface speed/braking - Incorrect use/operation, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot","https://data.ntsb.gov/Docket?ProjectID=103516"
"ENG21WA047","ACC","104391","2021-07-16T09:00:00Z","Vardi",,"IN",,"VT-BRP","false","Aviation","None",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=104391"
"WPR21FA273","ACC","103492","2021-07-16T07:40:00Z","Angwin","CA","USA",,"N112TW","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=103492"
"DCA21WA181","INC","103500","2021-07-16T04:00:00Z","Dublin","OF","EI",,"N873BB, EI-EIM","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=103500"
"ENG21WA034","ACC","103576","2021-07-15T20:35:00Z","Kamarang",,"GY",,"8R-DAC","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=103576"
"ERA21LA290","ACC","103490","2021-07-15T18:45:00Z","Piermont","NH","USA",,"N2925L","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=103490"
"CEN21LA324","ACC","103497","2021-07-15T16:00:00Z","Rhinelander","WI","USA",,"N84318","false","Aviation","DirectorBrief","2021-09-20T04:00:00Z","None",,,,"The pilot’s failure to maintain directional control during landing.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot","https://data.ntsb.gov/Docket?ProjectID=103497"
"ERA21LA329","ACC","103721","2021-07-15T15:00:00Z","Sterling","MA","USA",,"N129MG","false","Aviation","DirectorBrief","2022-05-17T04:00:00Z","None",,,,"The pilot’s failure to maintain the glider’s stability in the roll axis during the takeoff roll, which resulted in a dragged wingtip and ground loop.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Lateral/bank control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot","https://data.ntsb.gov/Docket?ProjectID=103721"
"GAA21WA193","ACC","103623","2021-07-15T13:55:00Z","South Havra",,"UK",,"G-MCGI","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=103623"
"WPR21FA272","ACC","103489","2021-07-15T10:54:00Z","Dinsmore","CA","USA",,"N4474H","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=103489"
"ERA21LA289","ACC","103488","2021-07-15T10:27:00Z","Easton","MD","USA",,"N776MC","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=103488"
"CEN21LA322","ACC","103487","2021-07-15T10:10:00Z","Edcouch","TX","USA",,"N334LA","false","Aviation","DirectorBrief","2022-02-08T05:00:00Z","None",,,,"The pilot’s inadequate compensation for a gusting wind during takeoff.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Response/compensation","https://data.ntsb.gov/Docket?ProjectID=103487"
"ERA21LA288","ACC","103485","2021-07-15T09:00:00Z","Lebanon","TN","USA",,"N47YC","false","Aviation","DirectorBrief",,"Serious",,,,,,"https://data.ntsb.gov/Docket?ProjectID=103485"
"WPR21LA271","ACC","103486","2021-07-15T08:50:00Z","Riverside","CA","USA",,"N468AC","false","Aviation","DirectorBrief","2023-05-10T04:00:00Z","Serious",,,,"A total loss of engine power for reasons that could not be determined from available evidence.","Not determined - Not determined - (general) - (general) - Unknown/Not determined","https://data.ntsb.gov/Docket?ProjectID=103486"
"CEN21FA320","ACC","103481","2021-07-14T11:38:00Z","Muscatine","IA","USA",,"N2801T","false","Aviation","DirectorBrief","2022-12-07T05:00:00Z","Fatal",,,,"The noninstrument-rated pilot’s continued visual flight under a thunderstorm, where he encountered reduced visibility due to heavy precipitation, resulting in a loss of control due to spatial disorientation.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Psychological - Perception/orientation/illusion - Spatial disorientation - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=103481"
"GAA21WA259","ACC","104622","2021-07-14T11:33:00Z","Eteringbang","OF","GY",,"8R-ABK","false","Aviation","None",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=104622"
"CEN21LA319","ACC","103480","2021-07-13T15:54:00Z","Carroll","IA","USA",,"N7315P","false","Aviation","DirectorBrief","2023-01-19T05:00:00Z","None",,,,"The wear-related failure of the airframe fuel boost pump, which resulted in fuel starvation and a loss of engine power.","Aircraft - Aircraft systems - Fuel system - Fuel pumps - Fatigue/wear/corrosion","https://data.ntsb.gov/Docket?ProjectID=103480"
"ERA21LA291","ACC","103491","2021-07-13T09:56:00Z","Brooksville","FL","USA",,"N8412M","false","Aviation","DirectorBrief","2023-04-26T04:00:00Z","Minor",,,,"A total loss of engine power as a result of carburetor icing.","Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - Conducive to carburetor icing - Effect on equipment, Aircraft - Aircraft power plant - Engine (reciprocating) - (general) - Related operating info","https://data.ntsb.gov/Docket?ProjectID=103491"
"WPR21FA270","ACC","103470","2021-07-13T09:42:00Z","Monterey","CA","USA",,"N678SW","false","Aviation","DirectorBrief","2023-03-29T04:00:00Z","Fatal",,,,"The pilot’s failure to maintain airplane control due to spatial disorientation during an instrument departure procedure in instrument meteorological conditions which resulted in a collision with terrain. Contributing to the accident was the pilot’s lack of recent instrument flying experience.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Ceiling/visibility/precip - Below VFR minima - Effect on operation, Personnel issues - Psychological - Perception/orientation/illusion - Spatial disorientation - Pilot, Personnel issues - Experience/knowledge - Experience/qualifications - Recent instrument experience - Pilot","https://data.ntsb.gov/Docket?ProjectID=103470"
"CEN21FA314","ACC","103455","2021-07-12T07:05:00Z","Seiling","OK","USA",,"N9310R","false","Aviation","DirectorBrief","2023-03-29T04:00:00Z","Fatal",,,,"The pilot’s in-flight loss of control due to the structural failure of a wing fitting and separation of the outboard wing section. Also causal were the inadequate wing fitting inspections, which failed to detect the initial corrosion and crack before it resulted in failure of the wing fitting lug.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft structures - Wing structure - Attach fittings (on wing) - Fatigue/wear/corrosion, Personnel issues - Action/decision - Action - Incorrect action performance - Maintenance personnel, Personnel issues - Task performance - Maintenance - Scheduled/routine maintenance - Maintenance personnel","https://data.ntsb.gov/Docket?ProjectID=103455"
"DCA21FM032","ACC","103457","2021-07-12T02:23:00Z","New Orleans","LA","USA","MIR2223","N/A","false","Marine","DirectorBrief","2022-09-22T04:00:00Z","None",,,,"The National Transportation Safety Board determines that the probable cause of the contact of the Jalma Topic with the office barge was a loss of steering due to the failure of an electrical solid-state relay on the servo control board of the operating control system to the steering gear. Contributing was the lack of specific procedures available to the bridge team to respond to a failure of the steering control system.","Vessels and equipment - Vessel systems/equipment - Steering control system - Failure, Organizational issues - Management - Policy/procedure/ISM/SMS - Equipment supplier, Organizational issues - Management - Policy/procedure/ISM/SMS - Vessel manager/operator, Organizational issues - Development - Manufacture/production - Equipment supplier","https://data.ntsb.gov/Docket?ProjectID=103457"
"GAA21WA171","ACC","103459","2021-07-11T17:04:00Z","Ejea de los Caballeros",,"SP",,"EC-MTS","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=103459"
"ENG21WA032","INC","103525","2021-07-11T15:40:00Z","Copenhagen","OF","DA",,"YL-AAQ","false","Aviation","None",,,,,,,,"https://data.ntsb.gov/Docket?ProjectID=103525"
"WPR21LA267","ACC","103463","2021-07-11T14:00:00Z","May","ID","USA",,"N17VP","false","Aviation","DirectorBrief","2021-12-17T05:00:00Z","None",,,,"The pilot’s failure to maintain directional control during the landing roll, which resulted in a ground-loop and collision with terrain.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=103463"
"ANC21LA059","ACC","103514","2021-07-11T11:30:00Z","Rampart","AK","USA",,"N2583C","false","Aviation","DirectorBrief","2022-11-04T04:00:00Z","None",,,,"The pilot’s selection of unsuitable terrain for landing, which resulted in a nose over.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Terrain - Rough terrain - Response/compensation","https://data.ntsb.gov/Docket?ProjectID=103514"
"ANC21LA063","ACC","103530","2021-07-11T09:00:00Z","Yakutat","AK","USA",,"N891JH","false","Aviation","DirectorBrief","2022-02-08T05:00:00Z","None",,,,"The pilot’s failure to ensure adequate runway distance for landing.","Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Wet surface - Decision related to condition","https://data.ntsb.gov/Docket?ProjectID=103530"
"CEN21LA316","ACC","103461","2021-07-11T08:15:00Z","Eagle Butte","SD","USA",,"N5340R","false","Aviation","DirectorBrief","2022-11-01T04:00:00Z","None",,,,"A total loss of engine power due to the fatigue failure of the No. 6 connecting rod.","Aircraft - Aircraft power plant - Engine (reciprocating) - Recip eng cyl section - Fatigue/wear/corrosion, Aircraft - Aircraft power plant - Engine (reciprocating) - Recip eng cyl section - Failure","https://data.ntsb.gov/Docket?ProjectID=103461"
"CEN21LA313","ACC","103453","2021-07-11T06:45:00Z","Newell","IA","USA",,"N949TM","false","Aviation","DirectorBrief","2021-09-22T04:00:00Z","None",,,,"The pilot’s failure to maintain adequate clearance from crops during an agricultural flight.","Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot","https://data.ntsb.gov/Docket?ProjectID=103453"
"ERA21LA284","ACC","103454","2021-07-10T19:10:00Z","Elba","AL","USA",,"N8172S","false","Aviation","DirectorBrief",,"None",,,,,,"https://data.ntsb.gov/Docket?ProjectID=103454"
"ERA21LA283","ACC","103451","2021-07-10T17:13:00Z","Charlestown","NH","USA",,"N346FL","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=103451"
"GAA21WA170","ACC","103456","2021-07-10T13:45:00Z","Athens",,"CA",,"C-IJGB","false","Aviation","None",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=103456"
"WPR21FA266","ACC","103452","2021-07-10T11:55:00Z","Wikieup","AZ","USA",,"N3688P","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=103452"
"WPR21LA269","ACC","103468","2021-07-10T11:17:00Z","Petaluma","CA","USA",,"N996RA","false","Aviation","DirectorBrief","2021-11-16T05:00:00Z","None",,,,"The pilot’s improper landing flare which resulted in a hard landing following a partial loss of electrical power. Contributing to the accident was the pilot’s distraction and hampered visual function.","Aircraft - Aircraft systems - Electrical power system - (general) - Malfunction, Personnel issues - Physical - Sensory ability/limitation - Visual function - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Psychological - Mental/emotional state - Stress - Pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained","https://data.ntsb.gov/Docket?ProjectID=103468"
"CEN21LA315","ACC","103460","2021-07-10T08:20:00Z","Longmont","CO","USA",,"N66NC","false","Aviation","DirectorBrief",,"Minor",,,,,,"https://data.ntsb.gov/Docket?ProjectID=103460"
"WPR21LA287","ACC","103555","2021-07-10T06:21:00Z","Chandler","AZ","USA",,"N222HC","false","Aviation","DirectorBrief",,"Serious",,,,,,"https://data.ntsb.gov/Docket?ProjectID=103555"
"WPR21FA265","ACC","103450","2021-07-09T19:51:00Z","Albany","OR","USA",,"UNREG","false","Aviation","DirectorBrief",,"Fatal",,,,,,"https://data.ntsb.gov/Docket?ProjectID=103450"
